1617490517,27.1724
1617490517,47.4316
1617490517,7.4414
1617490517,67.7363
1617490517,87.7141
1617490517,0.8125
1617490517,0.8577
1617490517,1.2823
1617490517,0.784
1617490517,0.7243
1617490517,0.6302
1617490517,6.6922
1617490517,0.6856
1617490517,0.5919
1617490517,0.7864
1617490517,0.8434
1617490517,0.7913
1617490517,0.8489
1617490517,0.9115
1617490517,0.7113
1617490517,0.9909
1617490517,0.7967
1617490517,0.853
1617490517,0.7619
1617490517,0.749
1617490517,0.6972
1617490517,0.6962
1617490517,0.922
1617490517,0.8286
1617490517,0.7881
1617490517,0.8148
1617490517,0.4971
1617490517,0.9839
1617490517,0.7124
1617490517,0.7295
1617490517,0.8387
1617490517,0.6514
1617490517,0.9658
1617490517,0.8797
1617490517,0.7797
1617490518,1.1578
1617490518,0.75
1617490518,0.9197
1617490518,0.7951
1617490518,0.8103
1617490518,1.0051
1617490518,0.818
1617490518,1.1098
1617490518,0.7682
1617490518,0.9916
1617490518,0.8186
1617490518,0.5926
1617490518,0.7748
1617490518,0.6023
1617490518,0.8281
1617490518,0.9829
1617490518,0.6787
1617490518,0.94
1617490518,0.9158
1617490518,0.7419
1617490518,0.7759
1617490518,0.8055
1617490518,0.7231
1617490518,0.6895
1617490518,0.7032
1617490518,0.5642
1617490518,0.773
1617490518,0.8326
1617490518,0.631
1617490518,0.7744
1617490518,0.7518
1617490518,0.7652
1617490518,0.8785
1617490518,0.7284
1617490518,5.5636
1617490518,0.7877
1617490518,0.8903
1617490518,0.8702
1617490518,0.7286
1617490518,0.8248
1617490518,0.8644
1617490518,0.6907
1617490518,1.026
1617490518,0.7614
1617490518,0.6599
1617490518,0.737
1617490518,0.6605
1617490518,0.7995
1617490518,0.7824
1617490518,0.9219
1617490519,0.9112
1617490519,0.5801
1617490519,0.755
1617490519,0.9304
1617490519,0.8628
1617490519,0.6262
1617490519,0.8748
1617490519,0.8871
1617490519,0.7828
1617490519,0.6981
1617490519,0.7993
1617490519,0.7366
1617490519,1.2221
1617490519,0.7168
1617490519,1.2243
1617490519,0.73
1617490519,0.7298
1617490519,0.781
1617490519,0.8403
1617490519,1.2858
1617490519,0.7909
1617490519,0.8653
1617490519,1.2578
1617490519,1.927
1617490519,0.5749
1617490519,0.8599
1617490519,1.0739
1617490519,0.7252
1617490519,0.7192
1617490519,0.8624
1617490519,0.6764
1617490519,0.695
1617490519,0.891
1617490519,0.5618
1617490519,0.805
1617490519,0.8313
1617490519,0.6189
1617490519,0.9278
1617490519,0.7918
1617490519,0.6294
1617490519,0.7815
1617490519,0.8474
1617490519,0.9231
1617490519,0.7539
1617490519,0.6435
1617490519,0.7396
1617490519,0.6774
1617490519,1.0006
1617490519,0.6399
1617490519,1.4981
1617490520,0.8168
1617490520,0.6787
1617490520,0.9536
1617490520,0.8246
1617490520,0.8083
1617490520,0.7276
1617490520,0.7911
1617490520,1.0157
1617490520,0.7257
1617490520,0.6822
1617490520,0.6178
1617490520,0.6694
1617490520,0.8939
1617490520,0.6594
1617490520,0.7379
1617490520,0.6917
1617490520,0.6423
1617490520,1.2786
1617490520,0.7544
1617490520,0.7768
1617490520,0.578
1617490520,0.5886
1617490520,0.8557
1617490520,0.5803
1617490520,0.5394
1617490520,0.7908
1617490520,0.7157
1617490520,0.9161
1617490520,0.6743
1617490520,0.8321
1617490520,1.8274
1617490520,1.5274
1617490520,1.7788
1617490520,1.2217
1617490520,0.9181
1617490520,0.8901
1617490520,1.0434
1617490520,1.9747
1617490520,0.9558
1617490520,1.1514
1617490520,1.0616
1617490520,1.075
1617490520,1.8122
1617490520,0.8376
1617490520,0.7023
1617490520,0.6274
1617490520,0.8088
1617490520,0.7847
1617490520,0.5633
1617490520,0.6492
1617490521,0.71
1617490521,0.7142
1617490521,0.8833
1617490521,0.6694
1617490521,0.7051
1617490521,0.6977
1617490521,0.603
1617490521,0.712
1617490521,0.7097
1617490521,0.7377
1617490521,0.553
1617490521,0.6263
1617490521,0.7177
1617490521,0.726
1617490521,0.7101
1617490521,0.7576
1617490521,0.6417
1617490521,1.0505
1617490521,0.7237
1617490521,0.6483
1617490521,0.6291
1617490521,0.6869
1617490521,0.9364
1617490521,0.7007
1617490521,0.6814
1617490521,0.7253
1617490521,0.6494
1617490521,0.7885
1617490521,0.7452
1617490521,0.7111
1617490521,0.7188
1617490521,0.8083
1617490521,0.6906
1617490521,0.6797
1617490521,0.6735
1617490521,0.79
1617490521,0.7175
1617490521,0.8024
1617490521,0.7565
1617490521,0.7536
1617490521,0.5995
1617490521,1.5318
1617490521,0.5165
1617490521,0.5779
1617490521,0.5583
1617490521,0.4596
1617490521,0.4786
1617490521,0.5514
1617490521,0.5396
1617490521,0.4985
1617490522,0.4613
1617490522,0.5918
1617490522,0.8809
1617490522,0.6216
1617490522,0.7155
1617490522,0.7754
1617490522,0.6997
1617490522,0.7587
1617490522,0.6863
1617490522,0.8395
1617490522,0.7027
1617490522,1.0056
1617490522,0.8554
1617490522,0.689
1617490522,0.6713
1617490522,0.6057
1617490522,0.6407
1617490522,0.857
1617490522,0.6705
1617490522,0.6984
1617490522,0.7108
1617490522,0.7097
1617490522,0.7381
1617490522,0.7612
1617490522,0.7502
1617490522,0.6906
1617490522,0.7392
1617490522,0.6835
1617490522,0.7357
1617490522,0.686
1617490522,0.6529
1617490522,0.6338
1617490522,0.744
1617490522,0.7845
1617490522,0.6082
1617490522,0.6759
1617490522,0.6542
1617490522,0.7758
1617490522,0.8607
1617490522,0.6899
1617490522,0.6842
1617490522,0.7889
1617490522,0.7098
1617490522,0.5127
1617490522,0.6831
1617490522,0.595
1617490522,0.7644
1617490522,0.861
1617490522,0.6569
1617490522,0.7869
1617490523,0.4807
1617490523,1.0471
1617490523,0.651
1617490523,0.7249
1617490523,0.7327
1617490523,0.6416
1617490523,0.8198
1617490523,0.9352
1617490523,0.8328
1617490523,0.5892
1617490523,0.5493
1617490523,0.6919
1617490523,0.783
1617490523,0.7971
1617490523,0.7711
1617490523,0.7393
1617490523,1.6243
1617490523,2.0473
1617490523,1.8433
1617490523,1.061
1617490523,0.8552
1617490523,1.0565
1617490523,1.1865
1617490523,0.9788
1617490523,1.2112
1617490523,1.1914
1617490523,0.9666
1617490523,1.0749
1617490523,1.0727
1617490523,0.9631
1617490523,1.5073
1617490523,1.5454
1617490523,1.7845
1617490523,1.1064
1617490523,1.1303
1617490523,1.0244
1617490523,1.2854
1617490523,1.8412
1617490523,0.967
1617490523,0.9613
1617490523,0.9354
1617490523,1.1232
1617490523,1.2503
1617490523,0.7093
1617490523,0.7016
1617490523,0.7438
1617490523,1.9407
1617490523,2.5703
1617490523,1.6679
1617490523,1.3032
1617490524,0.7702
1617490524,0.9661
1617490524,1.3866
1617490524,1.3479
1617490524,1.1039
1617490524,0.9511
1617490524,1.0379
1617490524,1.1445
1617490524,1.0926
1617490524,0.9449
1617490524,0.976
1617490524,1.1133
1617490524,1.0875
1617490524,0.9888
1617490524,1.0432
1617490524,1.0944
1617490524,1.708
1617490524,2.0436
1617490524,1.9383
1617490524,1.4151
1617490524,1.8667
1617490524,1.6968
1617490524,2.0532
1617490524,1.8971
1617490524,1.677
1617490524,1.7177
1617490524,2.3329
1617490524,2.2452
1617490524,1.054
1617490524,0.8434
1617490524,0.9336
1617490524,0.962
1617490524,1.0267
